"phase","mag"
0.00830564784053156,-2.21342551522806
0.0166112956810631,-2.39316542785101
0.0249169435215947,-2.31773065428215
0.0332225913621262,-2.26308346277449
0.0415282392026578,-2.29873120108738
0.0498338870431894,-2.40530617697884
0.0581395348837209,-2.31188299377534
0.0664451827242525,-2.39383367190116
0.0747508305647841,-2.41766913186191
0.0830564784053156,-2.56604492076699
0.0913621262458472,-2.51883417015508
0.0996677740863787,-2.47548265383955
0.10797342192691,-2.57752599087974
0.116279069767442,-2.51173194888578
0.124584717607973,-2.52723092262757
0.132890365448505,-2.55498392359669
0.141196013289037,-2.67347035736529
0.149501661129568,-2.61110584826889
0.1578073089701,-2.4390066882565
0.166112956810631,-2.65617596019789
0.174418604651163,-2.59051200229383
0.182724252491694,-2.57272061615798
0.191029900332226,-2.471228696626
0.199335548172757,-2.60577627977189
0.207641196013289,-2.51194950976477
0.215946843853821,-2.62762879710827
0.224252491694352,-2.51901323584218
0.232558139534884,-2.35702997148853
0.240863787375415,-2.61827805535063
0.249169435215947,-2.52874887621969
0.257475083056478,-2.42374695026248
0.26578073089701,-2.38836996000919
0.274086378737542,-2.50678902249309
0.282392026578073,-2.37865474663073
0.290697674418605,-2.3940229598934
0.299003322259136,-2.38122611672282
0.307308970099668,-2.34641622310481
0.315614617940199,-2.40339701295709
0.323920265780731,-2.28071803159088
0.332225913621262,-2.35277863272241
0.340531561461794,-2.26011836363207
0.348837209302326,-2.38361041586709
0.357142857142857,-2.27559024357764
0.365448504983389,-2.29558149789647
0.37375415282392,-2.26827034762413
0.382059800664452,-2.34433573450609
0.390365448504983,-2.22699857891084
0.398671096345515,-2.34899814189068
0.406976744186047,-2.33689863099149
0.415282392026578,-2.35711385755875
0.42358803986711,-2.29128805133834
0.431893687707641,-2.31449807754115
0.440199335548173,-2.37974956201753
0.448504983388704,-2.30600104821644
0.456810631229236,-2.25929278932819
0.465116279069767,-2.25400064114757
0.473421926910299,-2.29528962796787
0.481727574750831,-2.46584516636355
0.490033222591362,-2.32007957201781
0.498338870431894,-2.34281163875776
0.506644518272425,-2.35053415036553
0.514950166112957,-2.35668245502352
0.523255813953488,-2.39729284503208
0.53156146179402,-2.34312890261078
0.539867109634552,-2.328959596073
0.548172757475083,-2.35486203002293
0.556478405315615,-2.44459757693373
0.564784053156146,-2.41836231974348
0.573089700996678,-2.37985513968056
0.581395348837209,-2.45769346147143
0.589700996677741,-2.42041443049373
0.598006644518272,-2.5228901031549
0.606312292358804,-2.58673729210436
0.614617940199336,-2.52184049447098
0.622923588039867,-2.54534421506616
0.631229235880399,-2.67033603459395
0.63953488372093,-2.59267275756673
0.647840531561462,-2.57064837680663
0.656146179401993,-2.55072754114412
0.664451827242525,-2.66194155855351
0.672757475083056,-2.72514874306225
0.681063122923588,-2.69495605868866
0.68936877076412,-2.66151156576747
0.697674418604651,-2.50945796891423
0.705980066445183,-2.46693653566923
0.714285714285714,-2.51081078640307
0.722591362126246,-2.56746960150871
0.730897009966777,-2.47817733985991
0.739202657807309,-2.38637674730852
0.747508305647841,-2.48573900143779
0.755813953488372,-2.48044658845921
0.764119601328904,-2.51795101857772
0.772425249169435,-2.40425471767267
0.780730897009967,-2.33517141143215
0.789036544850498,-2.32585542091362
0.79734219269103,-2.36910321649734
0.805647840531561,-2.31779605834505
0.813953488372093,-2.17450346769373
0.822259136212625,-2.23663634222898
0.830564784053156,-2.23834372895649
0.838870431893688,-2.24050315196448
0.847176079734219,-2.24041635811742
0.855481727574751,-2.20232594327777
0.863787375415282,-2.25635906671459
0.872093023255814,-2.23862698002498
0.880398671096346,-2.18597155349904
0.888704318936877,-2.18479875117894
0.897009966777409,-2.27854996081024
0.90531561461794,-2.24767178854766
0.913621262458472,-2.23169887167286
0.921926910299003,-2.23277546732404
0.930232558139535,-2.33195431635504
0.938538205980066,-2.25869108463279
0.946843853820598,-2.23269381310394
0.95514950166113,-2.33873011590593
0.963455149501661,-2.291147870646
0.971760797342193,-2.20687327364377
0.980066445182724,-2.17857029238352
0.988372093023256,-2.30705476809583
0.996677740863787,-2.17238991362888
